sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
19.164.2.191,16.208.98.219,443,9378,6,35,37244,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
190.82.62.224,16.208.98.219,443,41808,6,11,7095,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.191,9378,443,6,43,6694,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,190.82.62.224,41808,443,6,14,3904,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,65.246.164.215,29141,80,6,12,2942,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
16.208.98.219,139.7.181.228,46021,443,6,7,1038,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
139.7.181.228,16.208.98.219,443,46021,6,5,479,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,65.246.164.215,16449,80,6,25,3595,,2016/08/17T14:30:21.000,4.000,2016/08/17T14:30:25.000,0
61.77.34.42,16.208.98.71,57903,25,6,16,4757,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.71,61.77.34.42,25,57903,6,17,6362,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.78,25.205.164.56,443,43487,6,4,670,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
133.22.17.28,16.208.98.219,443,11801,6,116,152915,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
87.152.66.216,16.208.98.78,5710,443,6,3,198,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.78,87.152.66.177,443,31855,6,21,6287,,2016/08/17T14:30:23.000,2.000,2016/08/17T14:30:25.000,0
171.58.185.216,16.208.98.219,80,40646,6,4,1036,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.58.185.216,40646,80,6,6,1448,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
10.53.7.104,16.208.98.219,80,12102,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.53.7.104,12102,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,253.64.12.179,10541,80,6,5,906,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.164.2.248,16.208.98.219,443,24095,6,5,479,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.248,24095,443,6,7,1174,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
87.152.66.177,16.208.98.78,31855,443,6,21,6414,,2016/08/17T14:30:23.000,2.000,2016/08/17T14:30:25.000,0
236.90.222.106,16.208.98.219,80,7347,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
25.205.164.56,16.208.98.78,43487,443,6,4,289,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
253.64.12.179,16.208.98.219,80,10541,6,3,1178,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
248.142.172.135,16.208.98.219,443,25204,6,12,7767,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,248.142.172.135,25204,443,6,18,4542,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
236.90.222.106,16.208.98.219,80,64899,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,236.90.222.106,64899,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.77.27.42,16.208.98.71,38725,25,6,16,4757,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
121.179.23.25,16.208.98.219,443,46336,6,6,545,,2016/08/17T14:30:16.000,9.000,2016/08/17T14:30:25.000,0
16.208.98.71,61.77.27.42,25,38725,6,17,6362,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,121.179.23.25,46336,443,6,7,1038,,2016/08/17T14:30:16.000,9.000,2016/08/17T14:30:25.000,0
7.217.249.232,16.208.98.219,443,8539,6,8,930,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
121.179.23.25,16.208.98.219,443,23308,6,8,1196,,2016/08/17T14:30:16.000,9.000,2016/08/17T14:30:25.000,0
16.208.98.219,121.179.23.25,23308,443,6,10,3004,,2016/08/17T14:30:16.000,9.000,2016/08/17T14:30:25.000,0
16.208.98.219,65.246.164.215,36609,80,6,12,3009,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.22.17.28,12363,443,6,17,3360,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.22.17.28,35012,443,6,15,5245,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
7.217.249.232,16.208.98.219,443,21263,6,8,930,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
65.246.164.215,16.208.98.219,80,9475,6,6,3454,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
16.208.98.219,65.246.164.215,9475,80,6,11,3125,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
65.246.164.215,16.208.98.219,80,32676,6,5,1187,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
16.208.98.219,65.246.164.215,32676,80,6,11,3132,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
65.246.164.215,16.208.98.219,80,29141,6,9,5060,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
16.208.98.219,244.29.190.219,62245,53,17,1,92,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.231.180.210,16.208.98.219,80,55202,6,30,18819,,2016/08/17T14:30:13.000,12.000,2016/08/17T14:30:25.000,0
65.246.164.215,16.208.98.219,80,16449,6,27,29744,,2016/08/17T14:30:21.000,4.000,2016/08/17T14:30:25.000,0
38.123.247.103,16.208.98.219,443,47028,6,3,274,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,38.123.247.103,47028,443,6,3,198,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,87.14.119.97,26188,80,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
87.14.119.97,16.208.98.219,80,26188,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.215.148.127,16.208.98.219,80,46369,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,98.222.60.90,23918,80,6,6,1349,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,61.215.148.127,46369,80,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
98.222.60.90,16.208.98.219,80,23918,6,5,643,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
22.182.165.165,16.208.98.219,80,14377,6,5,621,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
86.114.167.45,16.208.98.219,80,32774,6,84,118010,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,86.114.167.45,32774,80,6,124,17215,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.183,46959,443,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,212.86.79.72,28187,443,6,15,2931,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
10.140.67.195,16.208.98.219,443,27804,6,5,552,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.140.67.195,27804,443,6,7,1056,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.164.2.183,16.208.98.219,443,46959,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
65.246.164.215,16.208.98.219,80,36609,6,8,3083,,2016/08/17T14:30:22.000,3.000,2016/08/17T14:30:25.000,0
22.182.165.165,16.208.98.219,80,19726,6,5,621,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.164.156.197,16.208.98.219,5222,44933,6,1,60,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
212.86.79.72,16.208.98.219,443,28187,6,8,8009,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,58.83.93.73,62940,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.78,25.205.164.56,443,58523,6,5,729,,2016/08/17T14:30:21.000,4.000,2016/08/17T14:30:25.000,0
16.208.98.219,212.86.79.72,36714,80,6,14,2500,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,65.62.195.178,53032,80,6,4,1138,,2016/08/17T14:30:08.000,17.000,2016/08/17T14:30:25.000,0
244.29.190.219,16.208.98.219,53,62245,17,1,1514,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
253.67.98.32,16.208.98.219,80,28433,6,1,70,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,76.137.5.235,4779,53,17,1,116,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
76.137.5.235,16.208.98.219,53,4779,17,1,381,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,76.197.217.20,11777,80,6,17,9255,,2016/08/17T14:30:07.000,18.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.44,16219,80,6,6,979,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.180.44,16.208.98.219,80,16219,6,5,1348,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,253.67.98.32,28433,80,6,5,986,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.149.243,51576,80,6,3,1503,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.149.243,16.208.98.219,80,51576,6,3,4265,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
76.197.217.20,16.208.98.219,80,11777,6,9,4631,,2016/08/17T14:30:07.000,18.000,2016/08/17T14:30:25.000,0
212.86.79.72,16.208.98.219,80,36714,6,11,12278,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,253.244.78.25,18199,443,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,102.177.101.84,43970,443,6,5,940,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.17.108.116,16.208.98.78,53969,443,6,186,17241,,2016/08/17T14:30:09.000,16.000,2016/08/17T14:30:25.000,0
19.164.2.214,16.208.98.219,443,21108,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.214,21108,443,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
253.244.78.25,16.208.98.219,443,18199,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
102.177.101.84,16.208.98.219,443,43970,6,5,338,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.123.223.122,41931,53,17,1,85,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,61.231.180.210,55202,80,6,33,15598,,2016/08/17T14:30:13.000,12.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.245.101.214,57651,53,17,1,82,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
58.83.93.73,16.208.98.219,80,62940,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.245.101.214,16.208.98.219,53,57651,17,1,98,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.85,61.77.34.42,25,61592,6,12,6431,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.139,61.77.82.87,12313,25,6,27,23761,,2016/08/17T14:30:23.000,2.000,2016/08/17T14:30:25.000,0
61.77.34.42,16.208.98.85,61592,25,6,12,2668,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
215.234.244.131,16.208.98.219,443,42449,6,4,1779,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,215.234.244.131,42449,443,6,6,1766,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,102.112.122.146,21080,80,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.53.7.104,10498,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
10.53.7.104,16.208.98.219,80,10498,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,244.3.128.131,51668,80,6,4,857,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,187.16.54.73,57717,53,17,1,99,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.249.68.187,16.208.98.219,80,42751,6,12,7171,,2016/08/17T14:30:18.000,7.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.38.254.44,31883,443,6,42,3780,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,25.110.63.158,50291,53,17,1,124,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.77.27.42,16.208.98.96,30940,25,6,123,165744,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.96,61.77.27.42,25,30940,6,64,9463,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,98.75.73.73,47858,53,17,1,96,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.149.58,31252,80,6,3,879,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.164.156.197,16.208.98.219,5222,13434,6,1,60,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.149.58,16.208.98.219,80,31252,6,4,1889,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
78.87.238.233,16.208.98.219,80,7816,6,6,842,,2016/08/17T14:30:19.000,6.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.149.243,49546,80,6,6,1694,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.149.243,16.208.98.219,80,49546,6,6,6486,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.85,61.77.192.249,25,60908,6,15,7049,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
244.3.128.131,16.208.98.219,80,51668,6,4,1720,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.183,53306,443,6,6,2974,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.49,4301,443,6,10,2974,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,98.137.244.32,40117,80,6,11,6666,,2016/08/17T14:30:20.000,5.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.145.112.124,59434,443,6,12,1480,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.77.82.87,16.208.98.139,25,12313,6,34,12614,,2016/08/17T14:30:23.000,2.000,2016/08/17T14:30:25.000,0
10.140.72.183,16.208.98.219,443,27166,6,6,954,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.140.72.183,27166,443,6,7,2395,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,239.4.22.238,7695,443,6,10,1183,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,41.121.117.120,47549,80,6,2,120,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
41.79.91.127,16.208.98.78,43825,443,6,31,9256,,2016/08/17T14:30:02.000,23.000,2016/08/17T14:30:25.000,0
179.103.72.122,16.208.98.78,21280,443,6,18,3556,,2016/08/17T14:30:09.000,16.000,2016/08/17T14:30:25.000,0
16.208.98.78,41.79.91.127,443,43825,6,24,7744,,2016/08/17T14:30:02.000,23.000,2016/08/17T14:30:25.000,0
16.208.98.78,179.103.72.122,443,21280,6,15,10759,,2016/08/17T14:30:09.000,16.000,2016/08/17T14:30:25.000,0
171.145.112.124,16.208.98.219,443,59434,6,12,15280,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
171.165.221.63,16.208.98.219,443,58988,6,9,6039,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
10.140.89.79,16.208.98.219,443,27753,6,5,552,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.165.221.63,58988,443,6,13,1212,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,41.222.61.135,15286,443,6,9,1121,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.140.89.79,27753,443,6,7,1056,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,76.137.205.207,26668,53,17,1,128,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
171.165.221.63,16.208.98.219,443,40006,6,9,6039,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.165.221.63,40006,443,6,12,1134,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
98.75.73.73,16.208.98.219,53,47858,17,1,112,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
239.4.22.238,16.208.98.219,443,7695,6,6,4030,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,41.222.61.135,62048,443,6,11,1265,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
76.137.205.207,16.208.98.219,53,26668,17,1,393,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
246.149.113.19,16.208.98.219,443,22677,6,9,5310,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
190.82.62.224,16.208.98.219,443,3636,6,12,7160,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,190.82.62.224,3636,443,6,17,4528,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,98.168.50.28,43393,53,17,1,95,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.48,33248,80,6,5,919,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.180.48,16.208.98.219,80,33248,6,2,120,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.48,59465,80,6,5,314,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
98.168.50.28,16.208.98.219,53,43393,17,1,133,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.48,9134,80,6,4,839,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.180.48,16.208.98.219,80,59465,6,2,120,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.180.48,16.208.98.219,80,9134,6,4,240,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.48,49626,80,6,4,254,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.48,59978,80,6,5,1754,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.180.48,16.208.98.219,80,49626,6,5,1348,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
133.191.180.48,16.208.98.219,80,59978,6,7,967,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.78,25.205.164.56,443,45546,6,4,412,,2016/08/17T14:30:01.000,24.000,2016/08/17T14:30:25.000,0
19.164.2.183,16.208.98.219,443,53306,6,7,2237,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,133.191.180.48,40886,80,6,6,2150,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
10.140.89.79,16.208.98.219,443,27959,6,5,499,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
190.68.43.226,16.208.98.219,443,21235,6,8,5277,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
16.208.98.219,190.68.43.226,21235,443,6,11,1290,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
133.191.180.48,16.208.98.219,80,40886,6,7,967,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
86.114.167.45,16.208.98.219,80,6018,6,102,144736,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
86.114.167.45,16.208.98.219,80,60407,6,93,129679,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,86.114.167.45,6018,80,6,141,18949,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
16.208.98.219,86.114.167.45,60407,80,6,122,19047,,2016/08/17T14:30:14.000,11.000,2016/08/17T14:30:25.000,0
25.110.63.158,16.208.98.219,53,50291,17,1,129,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.234.7.191,50564,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
10.234.7.191,16.208.98.219,80,50564,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
146.20.152.210,16.208.98.175,6441,5061,6,12,4847,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.175,146.20.152.210,5061,6441,6,13,6584,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,61.201.214.98,9879,53,17,1,73,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.77.192.249,16.208.98.85,60908,25,6,16,3155,,2016/08/17T14:30:24.000,1.000,2016/08/17T14:30:25.000,0
25.205.164.56,16.208.98.78,39465,443,6,12,5589,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
86.66.146.121,16.208.98.219,80,19980,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,86.66.146.121,19980,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
171.204.106.190,16.208.98.219,443,61488,6,7,4503,,2016/08/17T14:30:13.000,12.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.204.106.190,61488,443,6,12,1143,,2016/08/17T14:30:13.000,12.000,2016/08/17T14:30:25.000,0
10.140.235.9,16.208.98.219,80,48356,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
171.204.106.190,16.208.98.219,443,25325,6,8,4569,,2016/08/17T14:30:13.000,12.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.140.235.9,48356,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,223.159.105.19,24354,53,17,1,113,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.204.106.190,25325,443,6,12,1137,,2016/08/17T14:30:13.000,12.000,2016/08/17T14:30:25.000,0
16.208.98.219,223.229.104.19,12071,53,17,1,110,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,223.229.104.19,24709,53,17,1,113,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
171.212.157.174,16.208.98.219,80,12052,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
236.90.222.106,16.208.98.219,80,47842,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,171.212.157.174,12052,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,236.90.222.106,47842,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
18.175.219.70,16.208.98.219,443,58272,6,1,60,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
10.234.7.191,16.208.98.219,80,9027,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.234.7.191,9027,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.94.58.104,16.208.98.78,52486,443,6,16,3702,,2016/08/17T14:30:01.000,24.000,2016/08/17T14:30:25.000,0
10.234.7.191,16.208.98.219,80,40758,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,10.234.7.191,40758,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
19.164.2.49,16.208.98.219,80,55808,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,19.164.2.49,55808,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
61.201.214.98,16.208.98.219,53,9879,17,1,137,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,239.4.22.238,53260,80,6,12,7046,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
223.229.104.19,16.208.98.219,53,12071,17,1,281,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
223.229.104.19,16.208.98.219,53,24709,17,1,278,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
223.159.105.19,16.208.98.219,53,24354,17,1,278,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,223.229.104.19,31825,53,17,1,107,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,223.159.105.19,65168,53,17,1,107,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,223.159.105.19,44286,53,17,1,107,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
236.90.222.106,16.208.98.219,80,4904,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,236.90.222.106,4904,80,6,2,132,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
16.208.98.219,76.137.79.173,39668,53,17,1,102,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
171.165.133.8,16.208.98.219,80,45354,6,1,66,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
76.137.79.173,16.208.98.219,53,39668,17,1,255,,2016/08/17T14:30:25.000,0.000,2016/08/17T14:30:25.000,0
